Object,RA,DEC,DateObs,setting,WaveMin,WaveMax,Filename
HD164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5817.6,5915.4,/HD164073/RED_564/HD164073_w564_redu_20180830_O4.fits
HD164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5874.1,5972.8,/HD164073/RED_564/HD164073_w564_redu_20180830_O5.fits
HD164353,270.161445,2.93097,2017-06-15T05:25:51.027,564,5817.6,5915.4,/HD164353/RED_564/HD164353_w564_redu_20170615_O4.fits
HD164353,270.161445,2.93097,2017-06-15T05:25:51.027,564,5874.1,5972.8,/HD164353/RED_564/HD164353_w564_redu_20170615_O5.fits
HD164906,271.107511,-24.38617,2018-10-06T00:32:50.417,564,5817.6,5915.4,/HD164906/RED_564/HD164906_w564_redu_20181006_O4.fits
HD164906,271.107103,-24.38574,2018-09-03T02:41:40.273,564,5817.6,5915.4,/HD164906/RED_564/HD164906_w564_redu_20180903_O4.fits
HD164906,271.107478,-24.3858,2018-09-09T02:14:04.033,564,5817.6,5915.4,/HD164906/RED_564/HD164906_w564_redu_20180909_O4.fits
HD164906,271.107478,-24.3858,2018-09-09T02:14:04.033,564,5874.1,5972.8,/HD164906/RED_564/HD164906_w564_redu_20180909_O5.fits
HD164906,271.107511,-24.38617,2018-10-06T00:32:50.417,564,5874.1,5972.8,/HD164906/RED_564/HD164906_w564_redu_20181006_O5.fits
HD164906,271.107103,-24.38574,2018-09-03T02:41:40.273,564,5874.1,5972.8,/HD164906/RED_564/HD164906_w564_redu_20180903_O5.fits
HD165319,271.495396,-14.19855,2018-10-06T01:30:02.304,564,5817.6,5915.4,/HD165319/RED_564/HD165319_w564_redu_20181006_O4.fits
HD165319,271.495396,-14.19855,2018-10-06T01:30:02.304,564,5874.1,5972.8,/HD165319/RED_564/HD165319_w564_redu_20181006_O5.fits
HD166937,273.440732,-21.0595,2017-05-08T08:50:27.633,564,5817.6,5915.4,/HD166937/RED_564/HD166937_w564_redu_20170508_O4.fits
HD166937,273.440732,-21.0595,2017-05-08T08:50:27.633,564,5874.1,5972.8,/HD166937/RED_564/HD166937_w564_redu_20170508_O5.fits
HD167264,273.803836,-20.72912,2016-03-23T09:32:59.087,564,5817.6,5915.4,/HD167264/RED_564/HD167264_w564_redu_20160323_O4.fits
HD167264,273.803842,-20.72857,2014-09-15T02:09:56.835,564,5817.7,5915.5,/HD167264/RED_564/HD167264_w564_redu_20140915_O4.fits
