Object,RA,DEC,DateObs,setting,WaveMin,WaveMax,Filename
HD143275,240.082946,-22.62206,2015-07-20T04:34:15.990,346,3281.9,3333.4,/HD143275/BLUE_346/HD143275_w346_blue_20150720_O12.fits
HD144217,241.359037,-19.80574,2018-08-09T01:17:10.487,346,3281.9,3333.4,/HD144217/BLUE_346/HD144217_w346_blue_20180809_O12.fits
HD144470,241.702294,-20.66901,2015-07-20T01:14:33.998,346,3281.9,3333.4,/HD144470/BLUE_346/HD144470_w346_blue_20150720_O12.fits
HD145502,242.99907,-19.46063,2014-09-15T00:34:12.030,346,3281.9,3333.4,/HD145502/BLUE_346/HD145502_w346_blue_20140915_O12.fits
HD145502,242.999099,-19.46063,2014-09-16T01:04:16.857,346,3281.9,3333.4,/HD145502/BLUE_346/HD145502_w346_blue_20140916_O12.fits
HD147084,245.159273,-24.16978,2016-04-19T06:22:11.492,346,3281.9,3333.4,/HD147084/BLUE_346/HD147084_w346_blue_20160419_O12.fits
HD147165,245.297006,-25.59315,2015-05-31T01:21:29.499,346,3281.9,3333.4,/HD147165/BLUE_346/HD147165_w346_blue_20150531_O12.fits
HD147683,246.182068,-34.89429,2016-07-07T01:15:52.020,346,3281.9,3333.4,/HD147683/BLUE_346/HD147683_w346_blue_20160707_O12.fits
HD147683,246.182334,-34.89337,2018-06-03T01:23:19.268,346,3281.9,3333.4,/HD147683/BLUE_346/HD147683_w346_blue_20180603_O12.fits
HD147683,246.182189,-34.89345,2018-09-02T00:41:50.901,346,3281.9,3333.4,/HD147683/BLUE_346/HD147683_w346_blue_20180902_O12.fits
HD147888,246.350946,-23.46078,2014-09-23T23:58:58.955,346,3281.9,3333.4,/HD147888/BLUE_346/HD147888_w346_blue_20140923_O12.fits
HD147888,246.35156,-23.46015,2016-08-08T02:53:03.079,346,3281.9,3333.4,/HD147888/BLUE_346/HD147888_w346_blue_20160808_O12.fits
HD147888,246.350888,-23.46079,2014-09-24T01:10:28.803,346,3281.9,3333.4,/HD147888/BLUE_346/HD147888_w346_blue_20140924_O12.fits
HD147889,246.351279,-24.46584,2015-08-16T02:52:10.114,346,3281.9,3333.4,/HD147889/BLUE_346/HD147889_w346_blue_20150816_O12.fits
HD147889,246.351001,-24.46523,2014-09-27T23:59:12.476,346,3281.9,3333.4,/HD147889/BLUE_346/HD147889_w346_blue_20140927_O12.fits
HD147889,246.351001,-24.46523,2014-09-28T00:15:00.529,346,3281.9,3333.4,/HD147889/BLUE_346/HD147889_w346_blue_20140928_O12.fits
HD147932,246.396229,-23.40594,2018-09-03T01:42:27.717,346,3281.9,3333.4,/HD147932/BLUE_346/HD147932_w346_blue_20180903_O12.fits
HD147933,246.396373,-23.44755,2017-06-15T23:41:58.734,346,3281.9,3333.4,/HD147933/BLUE_346/HD147933_w346_blue_20170615_O12.fits
HD147933,246.396195,-23.44745,2017-05-08T03:22:30.171,346,3281.9,3333.4,/HD147933/BLUE_346/HD147933_w346_blue_20170508_O12.fits
HD148184,246.756483,-18.45647,2018-06-23T06:33:39.126,346,3281.9,3333.4,/HD148184/BLUE_346/HD148184_w346_blue_20180623_O12.fits
HD148605,247.552146,-25.11551,2014-09-16T01:49:18.601,346,3281.9,3333.4,/HD148605/BLUE_346/HD148605_w346_blue_20140916_O12.fits
HD148605,247.552392,-25.11599,2014-09-14T01:57:49.723,346,3281.9,3333.4,/HD148605/BLUE_346/HD148605_w346_blue_20140914_O12.fits
HD148605,247.552133,-25.11556,2014-09-15T01:12:55.369,346,3281.9,3333.4,/HD148605/BLUE_346/HD148605_w346_blue_20140915_O12.fits
HD148937,248.468558,-48.11198,2015-08-17T01:20:17.879,346,3281.9,3333.4,/HD148937/BLUE_346/HD148937_w346_blue_20150817_O12.fits
HD148937,248.468136,-48.11207,2017-04-24T06:06:57.789,346,3281.9,3333.4,/HD148937/BLUE_346/HD148937_w346_blue_20170424_O12.fits
HD149038,248.521457,-44.0453,2016-02-22T07:47:05.243,346,3281.9,3333.4,/HD149038/BLUE_346/HD149038_w346_blue_20160222_O12.fits
HD149038,248.521941,-44.04549,2015-06-28T06:00:30.550,346,3282,3333.4,/HD149038/BLUE_346/HD149038_w346_blue_20150628_O12.fits
HD149404,249.094452,-42.85959,2017-05-07T01:53:39.914,346,3281.9,3333.4,/HD149404/BLUE_346/HD149404_w346_blue_20170507_O12.fits
HD149404,249.09366,-42.8592,2017-04-18T09:46:52.955,346,3281.9,3333.4,/HD149404/BLUE_346/HD149404_w346_blue_20170418_O12.fits
HD149404,249.09489,-42.85851,2018-06-23T06:48:16.902,346,3281.9,3333.4,/HD149404/BLUE_346/HD149404_w346_blue_20180623_O12.fits
HD149404,249.094871,-42.85858,2018-06-30T00:56:31.210,346,3281.9,3333.4,/HD149404/BLUE_346/HD149404_w346_blue_20180630_O12.fits
HD149404,249.094718,-42.85846,2017-04-17T08:08:05.840,346,3281.9,3333.4,/HD149404/BLUE_346/HD149404_w346_blue_20170417_O12.fits
HD149757,249.290109,-10.56713,2018-06-23T07:21:38.624,346,3281.9,3333.4,/HD149757/BLUE_346/HD149757_w346_blue_20180623_O12.fits
HD149757,249.2902,-10.56732,2015-07-20T00:41:23.385,346,3281.9,3333.4,/HD149757/BLUE_346/HD149757_w346_blue_20150720_O12.fits
HD150136,250.335601,-48.76342,2015-06-28T05:28:19.215,346,3282,3333.4,/HD150136/BLUE_346/HD150136_w346_blue_20150628_O12.fits
HD151804,252.889639,-41.23045,2016-05-21T01:18:46.722,346,3281.9,3333.4,/HD151804/BLUE_346/HD151804_w346_blue_20160521_O12.fits
HD151804,252.889892,-41.23053,2017-04-18T09:22:46.463,346,3281.9,3333.4,/HD151804/BLUE_346/HD151804_w346_blue_20170418_O12.fits
HD151804,252.889974,-41.23085,2015-07-20T01:47:11.189,346,3281.9,3333.4,/HD151804/BLUE_346/HD151804_w346_blue_20150720_O12.fits
HD151804,252.890445,-41.23085,2016-07-02T00:57:23.414,346,3281.9,3333.4,/HD151804/BLUE_346/HD151804_w346_blue_20160702_O12.fits
HD151804,252.891391,-41.23095,2016-05-10T08:47:07.361,346,3281.9,3333.4,/HD151804/BLUE_346/HD151804_w346_blue_20160510_O12.fits
HD152248,253.541835,-41.82587,2017-05-07T03:28:51.068,346,3281.9,3333.4,/HD152248/BLUE_346/HD152248_w346_blue_20170507_O12.fits
HD152248,253.541861,-41.82581,2017-05-09T01:54:23.985,346,3281.9,3333.4,/HD152248/BLUE_346/HD152248_w346_blue_20170509_O12.fits
HD152408,253.744562,-41.15093,2016-05-10T07:21:57.367,346,3281.9,3333.4,/HD152408/BLUE_346/HD152408_w346_blue_20160510_O12.fits
HD152408,253.744713,-41.15105,2016-04-03T08:27:49.823,346,3281.9,3333.4,/HD152408/BLUE_346/HD152408_w346_blue_20160403_O12.fits
HD152408,253.743997,-41.15157,2015-06-18T07:02:19.545,346,3281.9,3333.4,/HD152408/BLUE_346/HD152408_w346_blue_20150618_O12.fits
HD152424,253.763916,-42.0915,2016-04-11T04:33:29.137,346,3281.9,3333.4,/HD152424/BLUE_346/HD152424_w346_blue_20160411_O12.fits
HD153919,255.986337,-37.84444,2016-07-07T01:56:45.522,346,3281.9,3333.4,/HD153919/BLUE_346/HD153919_w346_blue_20160707_O12.fits
HD154043,256.328755,-47.06962,2017-07-19T00:08:24.830,346,3281.9,3333.4,/HD154043/BLUE_346/HD154043_w346_blue_20170719_O12.fits
