Object,RA,DEC,DateObs,setting,WaveMin,WaveMax,Filename
HD185859,295.117711,20.47662,2016-08-13T03:29:52.467,860,7564.3,7689.9,/HD185859/RED_860/HD185859_w860_redl_20160813_O12.fits
HD185859,295.118292,20.47688,2016-09-05T02:21:25.253,860,7564.3,7690,/HD185859/RED_860/HD185859_w860_redl_20160905_O12.fits
HD147933,246.396328,-23.44756,2017-06-16T00:12:35.111,860,7564.3,7689.9,/HD147933/RED_860/HD147933_w860_redl_20170616_O12.fits
HD 186841,296.476028,24.09631,2016-09-09T02:37:01.313,860,7564.3,7689.9,/HD186841/RED_860/HD186841_w860_redl_20160909_O12.fits
HD 186841,296.476146,24.09636,2016-09-10T01:58:13.872,860,7564.3,7689.9,/HD186841/RED_860/HD186841_w860_redl_20160910_O12.fits
HD53975,106.650154,-12.39412,2015-02-12T01:57:21.577,860,7564.1,7689.8,/HD53975/RED_860/HD53975_w860_redl_20150212_O12.fits
HD53975,106.64981,-12.39406,2015-02-19T01:31:26.093,860,7564.1,7689.8,/HD53975/RED_860/HD53975_w860_redl_20150219_O12.fits
HD 186745,296.351445,23.94267,2016-09-09T01:05:41.622,860,7564.3,7689.9,/HD186745/RED_860/HD186745_w860_redl_20160909_O12.fits
HD 186745,296.351618,23.94288,2016-09-08T23:51:11.119,860,7564.3,7689.9,/HD186745/RED_860/HD186745_w860_redl_20160908_O12.fits
HD 148937,248.468057,-48.11147,2017-06-20T23:58:07.967,860,7564.3,7689.9,/HD148937/RED_860/HD148937_w860_redl_20170620_O12.fits
HD 148937,248.468513,-48.11204,2017-05-17T09:45:11.616,860,7564.3,7689.9,/HD148937/RED_860/HD148937_w860_redl_20170517_O12.fits
HD 148937,248.467971,-48.11113,2016-09-13T01:12:19.020,860,7564.3,7689.9,/HD148937/RED_860/HD148937_w860_redl_20160913_O12.fits
HD27778,65.998887,24.30106,2014-11-16T05:24:40.549,860,7564.1,7689.8,/HD27778/RED_860/HD27778_w860_redl_20141116_O12.fits
HD203532,323.475401,-82.68387,2016-07-24T07:34:39.699,860,7564.3,7689.9,/HD203532/RED_860/HD203532_w860_redl_20160724_O12.fits
HD203532,323.475983,-82.68368,2014-09-23T03:49:37.129,860,7564.1,7689.8,/HD203532/RED_860/HD203532_w860_redl_20140923_O12.fits
HD  80558,139.676555,-51.56057,2016-02-21T06:31:30.863,860,7564.3,7689.9,/HD80558/RED_860/HD80558_w860_redl_20160221_O12.fits
HD  80558,139.676217,-51.56065,2015-06-30T23:39:03.826,860,7564.3,7689.9,/HD80558/RED_860/HD80558_w860_redl_20150630_O12.fits
HD 168076,274.651383,-13.80108,2018-09-12T01:41:25.970,860,7564.3,7689.9,/HD168076/RED_860/HD168076_w860_redl_20180912_O12.fits
HD66194,119.710563,-60.82472,2019-01-03T07:46:01.211,860,7564.3,7689.9,/HD66194/RED_860/HD66194_w860_redl_20190103_O12.fits
HD66194,119.710818,-60.82423,2014-09-16T08:44:31.985,860,7564.1,7689.8,/HD66194/RED_860/HD66194_w860_redl_20140916_O12.fits
HD184915,294.222652,-7.02796,2014-09-20T02:20:33.582,860,7564.1,7689.8,/HD184915/RED_860/HD184915_w860_redl_20140920_O12.fits
HD184915,294.22221,-7.02733,2014-09-15T04:07:55.576,860,7564.1,7689.8,/HD184915/RED_860/HD184915_w860_redl_20140915_O12.fits
HD184915,294.222119,-7.02737,2016-06-12T05:58:13.602,860,7564.3,7689.9,/HD184915/RED_860/HD184915_w860_redl_20160612_O12.fits
HD55879,108.61755,-10.31628,2015-01-30T02:05:58.731,860,7564.1,7689.8,/HD55879/RED_860/HD55879_w860_redl_20150130_O12.fits
HD55879,108.617561,-10.31639,2017-01-02T04:08:13.080,860,7564.3,7689.9,/HD55879/RED_860/HD55879_w860_redl_20170102_O12.fits
HD55879,108.617574,-10.3163,2015-02-12T00:58:10.894,860,7564.1,7689.8,/HD55879/RED_860/HD55879_w860_redl_20150212_O12.fits
HD55879,108.617482,-10.31649,2016-02-22T05:21:01.358,860,7564.3,7689.9,/HD55879/RED_860/HD55879_w860_redl_20160222_O12.fits
